caseid,tanggal,cases,hewan,spid,disease,prop,kab,kec,desa,lon,lat
2680584,05-03-2021,1,sapi,22,Surra,Sumatera Utara,Langkat,Sei Lepan,Harapan Jaya,98.1116979445519,3.86903043950005
2910273,01-11-2021,1,kerbau,36,Surra,Sumatera Utara,Tapanuli Utara,Pagaran,Simamora Hasibuan,98.9015628390826,2.12982498350004
3140873,15-05-2021,1,kuda,53,Surra,Nusa Tenggara Timur,Ngada,Soa,Seso,121.032553888143,-8.69937348999997
2873221,20-09-2021,1,kerbau,36,Surra,Sumatera Utara,Langkat,Secanggang,Tanjung Ibus,98.5677925402057,3.89400837050005
3140966,15-05-2021,1,kerbau,36,Surra,Nusa Tenggara Timur,Ngada,Riung,Benteng Tengah,121.012216613804,-8.43986898999995
2874153,28-10-2021,1,sapi,22,Surra,Sumatera Utara,Langkat,Bahorok,Sampe Raya,98.0338806006804,3.41603347300003
2782273,23-07-2021,1,kuda,53,Surra,Nusa Tenggara Timur,Sumba Tengah,Katikutana,Malinjak,119.621278689188,-9.69657899749996
2939216,08-12-2021,4,kerbau,36,Surra,Kalimantan Selatan,Barito Kuala,Kuripan,Tabatan,114.812426517813,-2.59296499999996
3148410,15-10-2021,1,kuda,53,Surra,Nusa Tenggara Timur,Ngada,Soa,Tarawali,121.058625633344,-8.70692648999994
2686989,24-01-2021,1,kerbau,36,Surra,Sumatera Utara,Tapanuli Utara,Siatas Barita,Lobuhole,99.0698970964246,1.97267912800007
2903223,28-11-2021,2,kerbau,36,Surra,Sumatera Utara,Humbang Hasundutan,Sijama Polang,Sibuntuon,98.7427619792124,2.14110015450007
2903125,28-11-2021,1,kerbau,36,Surra,Sumatera Utara,Humbang Hasundutan,Pollung,Ria Ria,98.7266306087004,2.34008608700003
